DATE,SENTIMENT
2023-01-02,-0.5561582829468498
2023-01-02,-0.035715213637080044
2023-01-02,-1.9447604040414435
2023-01-03,-0.6146325848005739
2023-01-03,-0.15154089083589617
2023-01-03,-0.7486699091789096
2023-01-04,0.9794467823589811
2023-01-04,-0.8580848267763795
2023-01-04,-0.26402669201819023
2023-01-05,0.0784443463716548
2023-01-05,0.8647639734396693
2023-01-05,-0.8615172907076636
2023-01-06,0.6978982512929758
2023-01-06,0.006139836611752229
2023-01-06,-0.5889051906287706
2023-01-09,0.2772620845579624
2023-01-09,0.11943581734408201
2023-01-09,-0.3601301262952768
2023-01-10,0.04188125099401135
2023-01-10,-0.23118815811705612
2023-01-10,0.06811040715074883
2023-01-11,0.397278404712628
2023-01-11,0.9516100896872112
2023-01-11,-0.7426892992961094
2023-01-12,1.27982002479376
2023-01-12,-1.171252679713501
2023-01-12,-0.09107105702134999
2023-01-13,0.3529903238907459
2023-01-13,0.16859512064101959
2023-01-13,-0.37361971189235627
2023-01-16,-0.12487335021436513
2023-01-16,-0.2958005607952997
2023-01-16,-0.3536188541665269
2023-01-17,0.5097612582126148
2023-01-17,0.2142092915790284
2023-01-17,-0.4157457571563925
2023-01-18,0.5397599252599504
2023-01-18,0.1843797125259656
2023-01-18,0.48771727130337605
2023-01-19,0.37777730515416735
2023-01-19,-0.49739700655324337
2023-01-19,-0.3361086241181817
2023-01-20,0.44837616307395706
2023-01-20,0.3662221592600789
2023-01-20,-0.01254095637848888
2023-01-23,0.0703964299852692
2023-01-23,0.766598937473055
2023-01-23,-0.35494283330149795
2023-01-24,0.32825842870202276
2023-01-24,-0.12131559146033644
2023-01-24,-0.13060872193633216
2023-01-25,0.659266111192314
2023-01-25,0.4952498093928179
2023-01-25,0.4881057816003831
2023-01-26,0.7832872842925974
2023-01-26,0.01260230497965543
2023-01-26,0.40917178277697835
2023-01-27,-0.18616005395607363
2023-01-27,0.19449981149306525
2023-01-27,-0.07808583262061075
2023-01-30,0.05819757899563091
2023-01-30,0.3570942152621482
2023-01-30,-0.49093240994008347
2023-01-31,1.255432365411276
2023-01-31,-0.6036104288998212
2023-01-31,-0.7285131676726393
2023-02-01,0.6948665241000407
2023-02-01,0.4749976163777615
2023-02-01,0.37447189023129307
2023-02-02,0.37700730555856793
2023-02-02,-0.007348063708148773
2023-02-02,-0.5383526228914989
2023-02-03,0.0454827349162358
2023-02-03,-0.406297026907267
2023-02-03,0.5850718400506507
2023-02-06,-0.08823442890128319
2023-02-06,-0.4952983180755069
2023-02-06,-0.19283150499179605
2023-02-07,0.2477588725653746
2023-02-07,-0.3382347316823848
2023-02-07,-0.49333223733985887
2023-02-08,0.14621232689514738
2023-02-08,0.14697994266523365
2023-02-08,-0.30416590522267783
2023-02-09,-0.2826229833709937
2023-02-09,0.13922996241458177
2023-02-09,-0.8688506048983945
2023-02-10,-0.8444782646259331
2023-02-10,-0.4310665327514616
2023-02-10,-0.12806829102710834
2023-02-13,0.18654453935880275
2023-02-13,0.8852137301697311
2023-02-13,0.5145957739212116
2023-02-14,-0.09596311797805626
2023-02-14,-0.011409724741613298
2023-02-14,-0.6015176187826853
2023-02-15,-0.011107881595433957
2023-02-15,-0.17319518335208298
2023-02-15,0.1936311362028537
2023-02-16,-0.49633856613139377
2023-02-16,0.3116079085447034
2023-02-16,0.9196433478015466
2023-02-17,-0.06525608907411455
2023-02-17,0.24102703325936486
2023-02-17,0.4140863950266675
2023-02-20,-0.24073228313150175
2023-02-20,0.13445548908625005
2023-02-20,0.007555440469076915
2023-02-21,0.05860565912929903
2023-02-21,-0.46380587031327986
2023-02-21,0.014706104555365628
2023-02-22,0.29879897474726985
2023-02-22,0.870686164677025
2023-02-22,0.575562495651124
2023-02-23,1.2919094745069337
2023-02-23,-0.4604085377328297
2023-02-23,0.5233923820324069
2023-02-24,0.11000520344301104
2023-02-24,1.3138817599306034
2023-02-24,-0.48497897121309086
2023-02-27,-0.5038331053084656
2023-02-27,-0.35963558726641326
2023-02-27,-1.274337434585884
2023-02-28,-0.31545301300845663
2023-02-28,-0.45547959693221873
2023-02-28,0.09023627188572457
2023-03-01,0.20505358546629565
2023-03-01,1.1257025035295316
2023-03-01,0.5702543029116302
2023-03-02,-0.34614219339744184
2023-03-02,-0.5390488028090148
2023-03-02,0.2951515029039034
2023-03-03,-0.7921399242123853
2023-03-03,1.0988752595126121
2023-03-03,0.7076640724327722
2023-03-06,-0.28150539126282287
2023-03-06,-1.0278807174545264
2023-03-06,0.8123234244992477
2023-03-07,-0.06872390715157073
2023-03-07,0.7426897871840771
2023-03-07,-0.9566565952766202
2023-03-08,-0.3596250137722637
2023-03-08,0.0031462198309098995
2023-03-08,0.02818835625884523
2023-03-09,-0.2700392828875462
2023-03-09,0.3737099594084992
2023-03-09,-0.6405722576295566
2023-03-10,-0.0854276910127761
2023-03-10,0.07217737902713932
2023-03-10,0.3086633004352494
2023-03-13,0.4269689268533339
2023-03-13,-0.6747852551027215
2023-03-13,-0.9204685024413733
2023-03-14,0.7666060931391054
2023-03-14,0.199388407187755
2023-03-14,-0.44909192193393216
2023-03-15,0.9306911853135137
2023-03-15,0.0694047805757152
2023-03-15,0.7075783104382959
2023-03-16,0.04051108884606537
2023-03-16,1.2364487549291923
2023-03-16,1.0532045054659227
2023-03-17,-0.14937848908744408
2023-03-17,0.5829425705726132
2023-03-17,0.3872255697510885
2023-03-20,0.8211789345194092
2023-03-20,-0.5789540763480626
2023-03-20,0.41163087599906356
2023-03-21,0.6350546921097526
2023-03-21,-1.0552436918538686
2023-03-21,-0.709955107599465
2023-03-22,-1.2235393066560603
2023-03-22,-0.16164410066673465
2023-03-22,0.43052535347757737
2023-03-23,0.9014142312576168
2023-03-23,0.04445686825186511
2023-03-23,0.9771693273427751
2023-03-24,-0.8280608749289348
2023-03-24,-1.0220294636130927
2023-03-24,-0.033328619337971266
2023-03-27,0.23043926936358436
2023-03-27,-0.019616848856455867
2023-03-27,-1.2404652600239259
2023-03-28,-0.053472023707673046
2023-03-28,-0.782681700302912
2023-03-28,0.40180352929802304
2023-03-29,0.21995894765810894
2023-03-29,-0.5639278717964131
2023-03-29,-0.3083201504020161
2023-03-30,-0.6355281131333709
2023-03-30,-0.037607458363903126
2023-03-30,0.573085392300743
2023-03-31,-0.5914356278013262
2023-03-31,0.3024279093107066
2023-03-31,-0.31815457102346445
2023-04-03,-0.4757236993574065
2023-04-03,-0.0642182159727347
2023-04-03,-0.6211453934516245
2023-04-04,-0.3321895832083092
2023-04-04,-0.718726735553309
2023-04-04,1.1788350797498335
2023-04-05,0.021158131183037165
2023-04-05,-0.41983530479555137
2023-04-05,0.1283879464405332
2023-04-06,-0.06739682981449789
2023-04-06,-0.13258175971993377
2023-04-06,0.36850002002605514
2023-04-07,0.45450462602838304
2023-04-07,-0.3183006885663165
2023-04-07,-0.345490944386808
2023-04-10,-0.1650310182909864
2023-04-10,-1.381152698841351
2023-04-10,-0.9091146373191313
2023-04-11,0.8201245604667148
2023-04-11,0.9869806281007701
2023-04-11,-0.14942162373382697
2023-04-12,0.34593417783345987
2023-04-12,0.18675009272612167
2023-04-12,1.8473284850731426
2023-04-13,0.671744946860746
2023-04-13,-0.07675055488845992
2023-04-13,-0.5733242643602554
2023-04-14,-0.9638677921545434
2023-04-14,0.12207818152033385
2023-04-14,-0.453810447170582
2023-04-17,-0.8533522257586045
2023-04-17,-0.38794373054551595
2023-04-17,-0.6489288021686369
2023-04-18,1.0122849810435388
2023-04-18,0.5289838541696703
2023-04-18,-0.004783584789970423
2023-04-19,0.8879664833340155
2023-04-19,0.04642098458857098
2023-04-19,-0.5167705207969582
